company,date,location,market,channel,product_category,total_sale_amount
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-08,Perth,large businesses,business-to-business,accounting,1274.7
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-04-24,Chelmsford,small business,business-to-business,hardware,1993.08
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-28,Coventry,large businesses,business-to-business,electronics,2471.75
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-05-26,Newport,small business,business-to-business,legal,931
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-04-25,Wolverhampton,medium sized business,business-to-business,hardware,2608.11
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-05-15,Bristol,medium sized business,business-to-business,labouring,1522.5
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-18,Lincoln,small business,business-to-business,plastic,1650.18
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-02-05,Wincheste,small business,business-to-business,office supplies,505.38
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-05-20,Newry,large businesses,business-to-business,metals,1447.14
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-21,Newport,small business,business-to-business,software,437.76
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-06-08,Wakefield,large businesses,business-to-business,labouring,1857.48
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-11,Aberdee,medium sized business,business-to-business,office supplies,298.94
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-05-07,Leicester,small business,business-to-business,software,372.44
3af5cfce-3d49-4a3f-b94d-bcd9176a92f6,2021-03-07,Liverpool,medium sized business,business-to-business,plastic,1342.35
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-17,Sunderland,large businesses,business-to-consumer,video games,4414.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-15,Lisburn,medium sized business,business-to-consumer,story books,1073.34
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-14,Cardiff,small business,business-to-consumer,sofas,2225.58
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-16,Liverpool,medium sized business,business-to-consumer,laptops,3613.68
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-20,Edinburgh,small business,business-to-consumer,paperback books,1886.8
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-27,Exeter,small business,business-to-consumer,pots and pans,270.31
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-07,Truro,large businesses,business-to-consumer,rugby,1983.2
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-04,Carlisle,medium sized business,business-to-consumer,camping stove,206.45
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-23,Derby,medium sized business,business-to-consumer,camping stove,2006.73
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-23,Wells,medium sized business,business-to-consumer,sofas,2077.81
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-14,Lancaster,small business,business-to-consumer,holdall bags,2031.4
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-24,Salisbury,medium sized business,business-to-consumer,mats and rugs,1312.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-05,Nottingham,small business,business-to-consumer,glassware,1605.96
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-19,Wincheste,small business,business-to-consumer,hiking boots,424.38
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-03,Sunderland,medium sized business,business-to-consumer,football,1673.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-07,Ely,small business,business-to-consumer,video games,413.01
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-17,Bradford,large businesses,business-to-consumer,rugby,1862.37
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-03,Preston,medium sized business,business-to-consumer,bbq,4833.8
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-20,Westminster,large businesses,business-to-consumer,glassware,1268.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-21,Southampton,large businesses,business-to-consumer,badminton,715.95
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-21,St Albans,small business,business-to-consumer,holdall bags,675.18
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-24,Westminster,medium sized business,business-to-consumer,computers,1559.88
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-27,Brighton and Hove,large businesses,business-to-consumer,mens fashion,461.76
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-18,Wells,large businesses,business-to-consumer,cricket,159.98
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-20,Belfast,small business,business-to-consumer,cleaning supplies,469.56
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-07,Edinburgh,large businesses,business-to-consumer,video games,1399.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-26,Newry,small business,business-to-consumer,inflatable pool,1091.2
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-15,Portsmouth,small business,business-to-consumer,inflatable pool,472.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-03,Aberdee,medium sized business,business-to-consumer,holdall bags,441.87
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-21,Chichester,large businesses,business-to-consumer,luggage bags,490.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-10,Derby,small business,business-to-consumer,hiking boots,3369.87
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-29,Cambridge,large businesses,business-to-consumer,torch,3126.4
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-08,Worcester,medium sized business,business-to-consumer,camping tent,2731.98
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-24,Londonderry,large businesses,business-to-consumer,glassware,610.18
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-16,Stoke-on-Trent,small business,business-to-consumer,bbq,1655.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-06,Truro,small business,business-to-consumer,hiking boots,345.92
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-06,Londonderry,large businesses,business-to-consumer,torch,2123.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-03,Liverpool,small business,business-to-consumer,inflatable pool,3816.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-01,Gloucester,medium sized business,business-to-consumer,house plants,2171.22
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-12,Newcastle upon Tyne,large businesses,business-to-consumer,glassware,3911.67
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-27,Newry,medium sized business,business-to-consumer,sofas,2356.2
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-27,London,large businesses,business-to-consumer,cutlery,851.84
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-12,Exeter,large businesses,business-to-consumer,camping tent,42.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-31,Truro,large businesses,business-to-consumer,glassware,444.36
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-10,Aberdee,small business,business-to-consumer,torch,1303.26
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-02,Armag,medium sized business,business-to-consumer,camping stove,1273.6
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-20,Cardiff,medium sized business,business-to-consumer,dolls,387.27
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-07,Nottingham,medium sized business,business-to-consumer,camping stove,361.6
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-14,Londonderry,small business,business-to-consumer,televisions,111.93
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-23,Perth,small business,business-to-consumer,football,2194.29
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-19,Salford,large businesses,business-to-consumer,squash,25.17
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-27,Wincheste,medium sized business,business-to-consumer,house plants,3270.96
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-20,Canterbury,small business,business-to-consumer,cutlery,3421.52
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-24,Coventry,small business,business-to-consumer,football,2446.85
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-10,Armag,large businesses,business-to-consumer,bbq,1472.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-17,Inverness,large businesses,business-to-consumer,laptops,385.2
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-06,Perth,large businesses,business-to-consumer,story books,2722.32
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-19,Bango,large businesses,business-to-consumer,womens fashion,923.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-14,Newry,large businesses,business-to-consumer,televisions,1093.05
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-31,Aberdee,medium sized business,business-to-consumer,torch,1912.68
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-29,Cambridge,large businesses,business-to-consumer,cricket,829.38
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-06,Derby,large businesses,business-to-consumer,long life food,1806.85
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-19,Leeds,medium sized business,business-to-consumer,hiking boots,20.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-19,Coventry,medium sized business,business-to-consumer,house plants,3915.6
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-27,Edinburgh,small business,business-to-consumer,hiking boots,296.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-02,Oxford,large businesses,business-to-consumer,mens fashion,865.44
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-13,Portsmouth,medium sized business,business-to-consumer,desks,777.28
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-27,Bristol,small business,business-to-consumer,football,627.54
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-18,Londonderry,small business,business-to-consumer,house plants,2483.67
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-05,Kingston upon Hull,small business,business-to-consumer,video games,1499.46
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-12,Worcester,large businesses,business-to-consumer,computers,267.48
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-03,Preston,medium sized business,business-to-consumer,inflatable pool,364.88
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-01,Portsmouth,medium sized business,business-to-consumer,cleaning supplies,2884.3
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-17,Chester,small business,business-to-consumer,football,264.84
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-24,Sunderland,medium sized business,business-to-consumer,holdall bags,1579.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-09,Preston,medium sized business,business-to-consumer,camping tent,922.23
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-22,Norwich,medium sized business,business-to-consumer,remote controlled cars,1704.75
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-25,Manchester,medium sized business,business-to-consumer,camping tent,2030.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-13,Inverness,small business,business-to-consumer,inflatable pool,206.18
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-25,Swansea,small business,business-to-consumer,story books,387.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-13,Gloucester,medium sized business,business-to-consumer,squash,1151.08
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-12,London,medium sized business,business-to-consumer,torch,693.48
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-07,Salisbury,medium sized business,business-to-consumer,remote controlled cars,1205.52
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-08,Canterbury,small business,business-to-consumer,camping stove,21.38
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-13,Southampton,small business,business-to-consumer,squash,520.74
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-15,Dundee,large businesses,business-to-consumer,mats and rugs,89.98
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-24,Edinburgh,small business,business-to-consumer,story books,1249.08
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-13,Preston,large businesses,business-to-consumer,long life food,242.4
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-03,Chelmsford,large businesses,business-to-consumer,cleaning supplies,1793
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-19,Liverpool,small business,business-to-consumer,football,2772.14
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-27,Plymouth,small business,business-to-consumer,computers,4359.42
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-01,Worcester,small business,business-to-consumer,computers,1330.41
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-06,Stirling,medium sized business,business-to-consumer,remote controlled cars,663.75
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-12,Peterborough,medium sized business,business-to-consumer,mats and rugs,270.42
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-23,Lisburn,small business,business-to-consumer,mats and rugs,465.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-27,Wakefield,small business,business-to-consumer,video games,1591.12
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-08,Wincheste,large businesses,business-to-consumer,laptops,2197.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-25,Wells,small business,business-to-consumer,video games,58.54
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-15,Coventry,small business,business-to-consumer,holdall bags,1951.11
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-19,Leicester,medium sized business,business-to-consumer,squash,2804.34
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-24,Salisbury,medium sized business,business-to-consumer,story books,899.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-05,Lancaster,medium sized business,business-to-consumer,holdall bags,85.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-27,Lisburn,large businesses,business-to-consumer,basketball,864.3
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-04,Lichfield,medium sized business,business-to-consumer,video games,1994.95
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-04,Liverpool,medium sized business,business-to-consumer,action figures,1495.62
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-20,Exeter,large businesses,business-to-consumer,luggage bags,1221.65
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-26,Bango,large businesses,business-to-consumer,televisions,2322.3
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-13,Cambridge,medium sized business,business-to-consumer,football,3455.62
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-16,Belfast,large businesses,business-to-consumer,laptops,3625.29
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-16,Liverpool,large businesses,business-to-consumer,womens fashion,152.63
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-26,Newcastle upon Tyne,large businesses,business-to-consumer,paperback books,322.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-07-02,Peterborough,medium sized business,business-to-consumer,hiking boots,559.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-14,St Davids,medium sized business,business-to-consumer,basketball,2906.26
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-07,Exeter,small business,business-to-consumer,womens fashion,1357.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-07-04,Leeds,medium sized business,business-to-consumer,inflatable pool,169.98
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-24,Newcastle upon Tyne,medium sized business,business-to-consumer,holdall bags,1245.68
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-18,Swansea,medium sized business,business-to-consumer,tables,42.84
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-07-05,Stirling,small business,business-to-consumer,dolls,357.08
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-26,Armag,medium sized business,business-to-consumer,badminton,1155.75
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-31,Durham,small business,business-to-consumer,womens fashion,1492.38
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-06,York,large businesses,business-to-consumer,paperback books,1721.55
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-22,Norwich,large businesses,business-to-consumer,cutlery,955.56
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-12,Leeds,small business,business-to-consumer,ebooks,372.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-06,York,large businesses,business-to-consumer,remote controlled cars,439.44
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-06,Chester,medium sized business,business-to-consumer,inflatable pool,1256.44
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-25,York,large businesses,business-to-consumer,luggage bags,2379.65
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-12,Salisbury,medium sized business,business-to-consumer,sofas,484.35
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-04,Cardiff,small business,business-to-consumer,womens fashion,2282.25
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-13,Wincheste,medium sized business,business-to-consumer,mats and rugs,649.68
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-09,York,large businesses,business-to-consumer,video games,584.7
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-14,Salford,medium sized business,business-to-consumer,rugby,1223.96
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-16,Cardiff,small business,business-to-consumer,basketball,3325.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-01,Lichfield,medium sized business,business-to-consumer,laptops,598.56
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-25,Manchester,medium sized business,business-to-consumer,video games,109.67
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-12,St Asaph (Llanelwy),small business,business-to-consumer,torch,762.24
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-13,Carlisle,medium sized business,business-to-consumer,laptops,2271.06
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-21,Glasgow,medium sized business,business-to-consumer,action figures,853.32
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-16,Edinburgh,medium sized business,business-to-consumer,cricket,97.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-20,Edinburgh,large businesses,business-to-consumer,holdall bags,3613.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-29,Exeter,medium sized business,business-to-consumer,camping tent,913.86
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-06,Belfast,medium sized business,business-to-consumer,paperback books,815.88
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-09,Bristol,small business,business-to-consumer,camping stove,1826.55
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-21,Gloucester,large businesses,business-to-consumer,sofas,349.84
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-08,Preston,medium sized business,business-to-consumer,action figures,3276.64
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-21,Inverness,small business,business-to-consumer,camping stove,1607.46
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-17,Cardiff,medium sized business,business-to-consumer,rugby,716.43
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-03,Brighton and Hove,large businesses,business-to-consumer,badminton,1158.64
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-29,Lichfield,small business,business-to-consumer,mens fashion,1350.35
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-22,Chelmsford,small business,business-to-business,office supplies,1269.42
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-06,Wakefield,small business,business-to-business,office supplies,282.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-08,St Davids,large businesses,business-to-business,electronics,979.48
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-21,Wincheste,large businesses,business-to-business,software,3631.05
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-19,Inverness,small business,business-to-business,legal,237.12
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-19,Kingston upon Hull,large businesses,business-to-business,metals,1332.12
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-30,Newry,small business,business-to-business,labouring,1424.28
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-05,Lancaster,medium sized business,business-to-business,metals,1960.3
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-06,York,medium sized business,business-to-business,IT services,3955.68
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-26,Bradford,small business,business-to-business,software,1057.12
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-30,Londonderry,medium sized business,business-to-business,office supplies,344.53
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-27,Oxford,medium sized business,business-to-business,plastic,577.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-26,Armag,medium sized business,business-to-business,metals,1306.29
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-03,Birmingham,small business,business-to-business,plastic,225.94
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-18,Stirling,small business,business-to-business,plastic,3173.92
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-05,London,medium sized business,business-to-business,IT services,3288.25
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-13,Salisbury,small business,business-to-business,technology implementation,1853.4
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-07,Birmingham,small business,business-to-business,metals,1263.8
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-14,St Asaph (Llanelwy),small business,business-to-business,masonry materials,991.95
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-02,Oxford,medium sized business,business-to-business,technology implementation,163.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-16,Bath,large businesses,business-to-business,legal,322.52
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-10,Leicester,medium sized business,business-to-business,electronics,3797.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-22,Coventry,large businesses,business-to-business,IT services,1215.75
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-26,Lichfield,large businesses,business-to-business,labouring,275.75
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-10,Carlisle,small business,business-to-business,plastic,1192.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-08,Stirling,large businesses,business-to-business,labouring,1854.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-20,Southampton,small business,business-to-business,electronics,2972.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-13,St Asaph (Llanelwy),medium sized business,business-to-business,labouring,3061.36
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-17,Bristol,large businesses,business-to-business,metals,4382.7
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-24,Dundee,small business,business-to-business,plastic,2226.16
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-08,Perth,small business,business-to-business,plastic,1334.8
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-18,Perth,large businesses,business-to-business,legal,858.48
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-18,Durham,small business,business-to-business,technology implementation,1351.48
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-12,Salford,medium sized business,business-to-business,legal,883.36
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-13,Lisburn,small business,business-to-business,technology implementation,1256.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-01,Edinburgh,small business,business-to-business,software,185.97
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-25,Glasgow,small business,business-to-business,IT services,90.08
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-14,Ripon,medium sized business,business-to-business,IT services,863.32
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-07,Londonderry,medium sized business,business-to-business,software,152.24
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-20,Leeds,small business,business-to-business,electronics,77.38
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-23,Derby,large businesses,business-to-business,hardware,1588.5
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-22,Truro,small business,business-to-business,IT services,228.2
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-29,Inverness,small business,business-to-business,masonry materials,149.64
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-15,Armag,large businesses,business-to-business,labouring,1993.1
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-03,Truro,small business,business-to-business,hardware,446.04
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-30,Norwich,large businesses,business-to-business,plastic,628.46
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-27,Brighton and Hove,medium sized business,business-to-business,IT services,1224.85
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-03,Liverpool,large businesses,business-to-business,IT services,114.32
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-18,Liverpool,large businesses,business-to-business,legal,3087.9
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-07-05,Leicester,large businesses,business-to-business,plastic,216.94
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-16,Londonderry,large businesses,business-to-business,electronics,1812.95
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-14,Plymouth,small business,business-to-business,electronics,1189.12
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-03-06,Leicester,medium sized business,business-to-business,masonry materials,3544.83
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-03,Chichester,large businesses,business-to-business,office supplies,3088.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-18,Swansea,large businesses,business-to-business,software,1897
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-30,Westminster,medium sized business,business-to-business,metals,814.6
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-19,Leicester,small business,business-to-business,accounting,348.6
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-31,Aberdee,large businesses,business-to-business,accounting,1431.72
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-12,Newcastle upon Tyne,medium sized business,business-to-business,accounting,2852.64
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-26,Durham,large businesses,business-to-business,software,999.85
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-05-14,Truro,small business,business-to-business,office supplies,1405.53
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-02-11,Sunderland,small business,business-to-business,metals,3712.24
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-06-04,Peterborough,medium sized business,business-to-business,legal,306.88
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-03,Sheffield,large businesses,business-to-business,electronics,1689.42
3884b3b4-881f-43fa-a801-c4ec459fb8dd,2021-04-06,Inverness,large businesses,business-to-business,software,1615.44
